mmu:106740	uncharacterized LOC106740
mmu:104370	Snora68, MBI-30, Rnu68; small nucleolar RNA, H/ACA box 68
mmu:104369	Snora69, MBI-134, Rnu69; small nucleolar RNA, H/ACA box 69
mmu:104368	Snora70, MBI-5, Rnu70; small nucleolar RNA, H/ACA box 70
mmu:104366	Snora64, MBI-29, Rnu64; small nucleolar RNA, H/ACA box 64
mmu:654455	Gm21944, Defb48-ps; defensin beta 48 pseudogene
mmu:432986	Gm5477, EG432986, Kb16p; type II keratin Kb16P
mmu:432985	Gm5476, EG432985, Kb17P; type II keratin Kb17P pseudogene
mmu:353342	Peg13; paternally expressed 13
mmu:100044236	Copg2os2, AW049845, Copg2as2, Lb9, Mit1; coatomer protein complex, subunit gamma 2, opposite strand 2
mmu:80828	Snord82, Rnu82, U82, Z25; small nucleolar RNA, C/D box 82
mmu:78103	8430431K14Rik; RIKEN cDNA 8430431K14 gene
mmu:19799	Rn4.5s; 4.5S RNA
mmu:170812	Ahsp, EDRF, Eraf; alpha hemoglobin stabilizing protein
mmu:19370	Raet1c, RAE-1gamma; retinoic acid early transcript gamma; K07987 retinoic acid early transcript 1
mmu:19368	Raet1a, RAE-1alpha, Rae1alpha, Raet1; retinoic acid early transcript 1, alpha; K07987 retinoic acid early transcript 1
mmu:20905	Sts, ArsC; steroid sulfatase (EC:3.1.6.2); K01131 steryl-sulfatase [EC:3.1.6.2]
mmu:624910	Rgs21, EG624910; regulator of G-protein signalling 21; K16449 regulator of G-protein signaling
mmu:319155	Hist1h4c; histone cluster 1, H4c; K11254 histone H4
mmu:14049	Eya2, Eab1; eyes absent 2 homolog (Drosophila) (EC:3.1.3.48); K17620 eyes absent homolog 2 [EC:3.1.3.48]
mmu:406176	Olfr151, M71, MOR171-2; olfactory receptor 151; K04257 olfactory receptor
mmu:59014	Rrs1, 5730466A07Rik, AA415037, D1Ertd701e, Rrr; RRS1 ribosome biogenesis regulator homolog (S. cerevisiae); K14852 regulator of ribosome biosynthesis
mmu:18663	Pgk2, Pgk-2, Tcp-2; phosphoglycerate kinase 2 (EC:2.7.2.3); K00927 phosphoglycerate kinase [EC:2.7.2.3]
mmu:108072	Grm6, BC021919, Gm3, Gprc1f, mGluR6, nerg1, nob2, nob3, nob4; glutamate receptor, metabotropic 6; K04608 metabotropic glutamate receptor 6/7/8
mmu:11551	Adra2a, AW122659, Adra-2, Adra-2a, alpha(2A)AR, alpha2-C10, alpha2A, alpha2A-AR; adrenergic receptor, alpha 2a; K04138 adrenergic receptor alpha-2A
mmu:546980	Vmn2r74, EG546980; vomeronasal 2, receptor 74
mmu:11553	Adra2c, Adra-2c, [a]2C, alpha2-C4, alpha2C; adrenergic receptor, alpha 2c; K04140 adrenergic receptor alpha-2C
mmu:243923	Rgs9bp, R9AP, Rgs9-1bp; regulator of G-protein signalling 9 binding protein
mmu:113862	Vmn1r13, V1rc5; vomeronasal 1 receptor 13; K04614 vomeronasal1 receptor
mmu:14958	H1f0, D130017D06Rik, H1(0), H1fv; H1 histone family, member 0; K11275 histone H1/5
mmu:12061	Bdkrb1, B1BKR, B1R, BKR1, BRADYB1, Bdkrb; bradykinin receptor, beta 1; K03915 bradykinin receptor B1
mmu:235033	Rdh8, Gm182, prRDH; retinol dehydrogenase 8 (EC:1.1.1.300); K11150 retinol dehydrogenase 8 [EC:1.1.1.-]
mmu:239611	Muc19, MUC-19, sld; mucin 19
mmu:171248	Vmn1r214, V1rh5; vomeronasal 1 receptor 214; K04614 vomeronasal1 receptor
mmu:100190996	Gm14436, OTTMUSG00000016614; predicted gene 14436
mmu:432600	Gm11568, OTTMUSG00000002207; predicted gene 11568
mmu:236069	Gm13238, OTTMUSG00000011065; carnitine deficiency-associated gene expressed in ventricle 3 pseudogene
mmu:620016	Gm12669, OTTMUSG00000007920; glutaredoxin 3 pseudogene
mmu:619842	Gm12633, OTTMUSG00000007790; zinc finger protein 352 pseudogene
mmu:74941	4930503H13Rik; gem (nuclear organelle) associated protein 8 pseudogene
mmu:227885	Gm13498, OTTMUSG00000012426; heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene
mmu:667551	Vmn1r157, 100043559, EG667551, Gm4517, Gm8699, Vmn1r109; vomeronasal 1 receptor 157
mmu:625342	Gm13315, OTTMUSG00000011384; lactate dehydrogenase A pseudogene
mmu:108637	Snord14c, Gm23107, Rnu14, U14; small nucleolar RNA, C/D box 14C
mmu:100302594	Snord14e; small nucleolar RNA, C/D box 14E
mmu:100302593	Snord14d, Gm23710; small nucleolar RNA, C/D box 14D
mmu:545652	Gm13275, OTTMUSG00000011268; predicted gene 13275
mmu:627914	Gm14430, OTTMUSG00000016607; predicted gene 14430; K09228 KRAB domain-containing zinc finger protein
mmu:545700	Smarca5-ps, 9230115A19Rik, OTTMUSG00000011029; SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene
mmu:433406	Gm13363, OTTMUSG00000011595; predicted gene 13363
mmu:228846	D630003M21Rik; RIKEN cDNA D630003M21 gene
mmu:497106	Rnase12, Rai1; ribonuclease, RNase A family, 12 (non-active)
mmu:17126	Smad2, 7120426M23Rik, Madh2, Madr2, Smad-2, mMad2; SMAD family member 2; K04500 mothers against decapentaplegic homolog 2/3
mmu:18992	Pou3f2, 9430075J19Rik, A230098E07Rik, Brn-2, Brn2, OTF-7, Otf7, oct-7; POU domain, class 3, transcription factor 2; K09365 POU domain transcription factor, class 3
mmu:20346	Sema3a, Hsema-I, SEMA1, SemD, Semad, coll-1; sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A; K06840 semaphorin 3
mmu:16477	Junb; jun B proto-oncogene; K09028 transcription factor jun-B
mmu:69994	Rsc1a1, 1700027M01Rik, OTTMUSG00000010365, Rs1; regulatory solute carrier protein, family 1, member 1
mmu:18317	Olfr2, I7, MOR103-15, Olfr41; olfactory receptor 2; K04257 olfactory receptor
mmu:233670	Olfr6, M50, MOR103-16; olfactory receptor 6; K04257 olfactory receptor
mmu:244701	Mtnr1b, Mel-1B-R, Mel1b, Mt2; melatonin receptor 1B; K04286 melatonin receptor type 1B
mmu:26927	Foxl2, AU045128, BPES, PINTO, Pfrk; forkhead box L2; K09405 forkhead box protein L
mmu:213788	Chrm5, AChR-M5, M5R, m5; cholinergic receptor, muscarinic 5; K04133 muscarinic acetylcholine receptor M5
mmu:18314	Olfr17, MOR263-5, P2; olfactory receptor 17; K04257 olfactory receptor
mmu:13124	Cyp8b1; cytochrome P450, family 8, subfamily b, polypeptide 1 (EC:1.14.13.95); K07431 sterol 12-alpha-hydroxylase [EC:1.14.18.8 1.14.13.96]
mmu:20664	Sox1, BB176347, Sox-1; SRY (sex determining region Y)-box 1; K09267 transcription factor SOX1/3/14/21 (SOX group B)
mmu:11554	Adrb1, Adrb-1, beta-AR; adrenergic receptor, beta 1; K04141 adrenergic receptor beta-1
mmu:654362	Dear1, Dear, Despr; dual endothelin 1/angiotensin II receptor 1
mmu:16187	Il3, BPA, Csfmu, HCGF, Il-3, MCGF, PSF; interleukin 3; K04736 interleukin 3
mmu:239336	Rxfp3, BC053073, GPCR135, Rln3r1, Salpr; relaxin family peptide receptor 3; K08397 relaxin family peptide receptor 3
mmu:15270	H2afx, AW228881, H2A.X, H2ax, Hist5-2ax, gammaH2ax; H2A histone family, member X; K11251 histone H2A
mmu:227289	Gpbar1, BG37, GPCR, GPR131, M-BAR, TGR5; G protein-coupled bile acid receptor 1; K08400 G protein-coupled bile acid receptor 1
mmu:217369	Uts2r, Gpr14, UR-2-R, UTR, UTR2; urotensin 2 receptor; K04241 urotensin 2 receptor
mmu:57269	Olfr1507, MOR244-1, Mor28, Or28; olfactory receptor 1507; K04257 olfactory receptor
mmu:16476	Jun, AP-1, Junc, c-jun; jun proto-oncogene; K04448 transcription factor AP-1
mmu:18991	Pou3f1, Oct-6, Oct6, Otf-6, Otf6, Scip, Test1, Tst-1, Tst1; POU domain, class 3, transcription factor 1; K09365 POU domain transcription factor, class 3
mmu:18378	Omp; olfactory marker protein
mmu:242517	Ifna15, Gm12597, Ifnaa, MuIFN-alpha-A, OTTMUSG00000007655; interferon alpha 15; K05414 interferon alpha
mmu:117004	Olfr73, MOR174-9, fascin-1, mOR-EG; olfactory receptor 73; K04257 olfactory receptor
mmu:17146	Mageb2, Mage-b2, Mage-rs2, Smage2; melanoma antigen, family B, 2
mmu:12741	Cldn5, AI854493, MBEC1, Tmvcf; claudin 5; K06087 claudin
mmu:230623	Skint11, A630098G03Rik, Gm569; selection and upkeep of intraepithelial T cells 11
mmu:105193	Nhlrc1, AI505271, B230309E09Rik, EPM2B; NHL repeat containing 1; K10602 E3 ubiquitin-protein ligase NHLRC1 [EC:2.3.2.27]
mmu:59058	Bhlhe22, Beta3, Bhlhb5; basic helix-loop-helix family, member e22; K09086 class B basic helix-loop-helix protein 4/5
mmu:381970	Scgb2b2, Abpbg2, Abpe, lacrimal; secretoglobin, family 2B, member 2
mmu:72668	Skida1, 2810030E01Rik, 5730507N06Rik, BB088113; SKI/DACH domain containing 1
mmu:216622	4931440F15Rik, Fem1ab; RIKEN cDNA 4931440F15 gene
mmu:66405	Mcts2, 2400002F11Rik; malignant T cell amplified sequence 2
mmu:14345	Fut4, AI451562, CD15, FAL, FucT-IV, LeX, SSEA-1, Ssea1; fucosyltransferase 4 (EC:2.4.1.-); K07632 galactoside alpha-1,3-fucosyltransferase 4 [EC:2.4.1.-]
mmu:50518	a, A<y>, ASIP, ASP, As; nonagouti; K08725 agouti signaling protein
mmu:66328	Scp2d1, 1700010M22Rik; SCP2 sterol-binding domain containing 1
mmu:193740	Hspa1a, Hsp70-3, Hsp70.3, Hsp72, hsp68, hsp70A1; heat shock protein 1A; K03283 heat shock 70kDa protein 1/8
mmu:15511	Hspa1b, Hsp70, Hsp70-1, Hsp70.1, hsp68; heat shock protein 1B; K03283 heat shock 70kDa protein 1/8
mmu:15467	Eif2ak1, HCR, Hri; eukaryotic translation initiation factor 2 alpha kinase 1 (EC:2.7.11.1); K16194 eukaryotic translation initiation factor 2-alpha kinase 1 [EC:2.7.11.1]
mmu:14610	Gja10, Cx-57, Cx59, cx57; gap junction protein, alpha 10; K07631 gap junction alpha-10 protein
mmu:20715	Serpina3g, 2A2, AI119734, Spi2-1, Spi2/eb.1, Spi2A, spi2; serine (or cysteine) peptidase inhibitor, clade A, member 3G; K04525 serpin peptidase inhibitor, clade A
mmu:624957	H2afb3, EG624957, H2A.Bbd3, H2afb3-ps; H2A histone family, member B3; K11251 histone H2A
mmu:624153	H2afb2, EG624153, H2A.Bbd4, H2afb2-ps; H2A histone family, member B2; K11251 histone H2A
mmu:230639	Cyp4a29, Cyp4a29-ps, OTTMUSG00000008612; cytochrome P450, family 4, subfamily a, polypeptide 29; K07425 alkane 1-monooxygenase [EC:1.14.15.3]
mmu:404549	Ifna14, OTTMUSG00000007662; interferon alpha 14; K05414 interferon alpha
mmu:230398	Ifna16, BC114392, Gm13280, Ifna6T, Ifnat6, OTTMUSG00000011275; interferon alpha 16
mmu:434800	Smim9, 4930428E23Rik; small integral membrane protein 9
mmu:18014	Neurog1, AKA, Math4C, Neurod3, bHLHa6, ngn1; neurogenin 1; K09081 neurogenin 1
mmu:14221	Fjx1; four jointed box 1 (Drosophila); K16674 four-jointed box protein 1
mmu:387356	Tas2r131, T2R31, Tas2r31, mGR31, mt2r61; taste receptor, type 2, member 131; K08474 taste receptor type 2
mmu:21748	Terc, mTER, mTR; telomerase RNA component
mmu:378435	Mafa, RIPE3b1; v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian); K07595 transcription factor MAFA
mmu:12642	Ch25h, AI462618, m25OH; cholesterol 25-hydroxylase (EC:1.14.99.38); K10223 cholesterol 25-hydroxylase [EC:1.14.99.38]
mmu:77532	Jrkl, C030035D04Rik, HHMJG; Jrk-like
mmu:20595	Smn1, AI849087, Gemin1, Smn; survival motor neuron 1; K13129 survival motor neuron protein
mmu:53603	Tslp; thymic stromal lymphopoietin; K05436 thymic stromal lymphopoietin
mmu:75304	4930563E22Rik; RIKEN cDNA 4930563E22 gene
mmu:171530	Ucn2, Ucn_II, Ucn-2, ucn-II; urocortin 2; K05257 urocortin 2/3
mmu:72289	Malat1, 2210401K01Rik, 9430072K23Rik, AI647968, Neat2; metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)
mmu:15550	Htr1a, Gpcr18; 5-hydroxytryptamine (serotonin) receptor 1A; K04153 5-hydroxytryptamine receptor 1
mmu:270624	Spin4, 9630042H07Rik; spindlin family, member 4
mmu:15220	Foxq1, HFH-1, Hfh1, Hfh1l, sa; forkhead box Q1; K09410 forkhead box protein Q
mmu:55948	Sfn, Er, Mme1, Ywhas; stratifin; K06644 stratifin
mmu:245403	Dcaf12l2, A130007F10Rik, Wdr40c; DDB1 and CUL4 associated factor 12-like 2
mmu:11731	Ang2, Angrp, Raa3, Rnase5b; angiogenin, ribonuclease A family, member 2; K16631 angiogenin [EC:3.1.27.-]
mmu:12609	Cebpd; CCAAT/enhancer binding protein (C/EBP), delta; K10050 CCAAT/enhancer binding protein (C/EBP), delta
mmu:73547	Dusp21, 1700094E07Rik, DSP21; dual specificity phosphatase 21 (EC:3.1.3.16 3.1.3.48); K14165 atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
mmu:14308	Fshb, FSH, Fshbeta; follicle stimulating hormone beta; K05250 follicle stimulating hormone
mmu:68231	H2afb1, 1700113O17Rik, H2A.Bbd, H2al2, TSEG-1, Tseg1; H2A histone family, member B1; K11251 histone H2A
mmu:67606	Fibin, 1110018M03Rik; fin bud initiation factor homolog (zebrafish)
mmu:12703	Socs1, Cish1, Cish7, JAB, SOCS-1, SSI-1; suppressor of cytokine signaling 1; K04694 suppressor of cytokine signaling 1
mmu:27103	Eif2ak4, 2610011M03, GCN2, MGCN2; eukaryotic translation initiation factor 2 alpha kinase 4 (EC:2.7.11.1); K16196 eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]
mmu:23796	Aplnr, APJ, Agtrl1, msr/apj; apelin receptor; K04174 apelin receptor
mmu:14957	Hist1h1d, H1.3, H1D, H1f3, H1s-4; histone cluster 1, H1d; K11275 histone H1/5
mmu:114671	4930444G20Rik; RIKEN cDNA 4930444G20 gene; K03345 sentrin-specific protease 2 (axin associating molecule) [EC:3.4.22.68]
mmu:93960	Nkd1, 2810434J10Rik, 9030215G15Rik, Nkd; naked cuticle 1 homolog (Drosophila); K03213 naked cuticle
mmu:258722	Olfr611, MOR15-1, MOR15-4; olfactory receptor 611; K04257 olfactory receptor
mmu:192231	Hexim1, 7330426E13Rik, CLP-1, Clp1, HIS1; hexamethylene bis-acetamide inducible 1; K15189 protein HEXIM1/2
mmu:406221	Krt40, Ka36; keratin 40; K07604 type I keratin, acidic
mmu:54609	Ubqln2, Chap1, Dsk2, HRIHFB2157, Plic-2, Plic2; ubiquilin 2; K04523 ubiquilin
mmu:110805	Foxe1, Titf2; forkhead box E1; K09398 forkhead box protein E
mmu:629079	Vmn2r56, EG629079; vomeronasal 2, receptor 56
mmu:100042499	Vmn2r55; vomeronasal 2, receptor 55
mmu:667472	Gm8653, EG667472, Vmn1r144; predicted gene 8653
mmu:71884	Chit1, 2300002L19Rik; chitinase 1 (chitotriosidase) (EC:3.2.1.14); K01183 chitinase [EC:3.2.1.14]
mmu:100040722	Gm2927; predicted gene 2927
mmu:58866	Treh, 2210412M19Rik; trehalase (brush-border membrane glycoprotein) (EC:3.2.1.28); K01194 alpha,alpha-trehalase [EC:3.2.1.28]
mmu:74264	Rnf138rt1; ring finger protein 138, retrogene 1; K10668 E3 ubiquitin-protein ligase RNF138 [EC:2.3.2.27]
mmu:545637	Gm11758, OTTMUSG00000004013; predicted gene 11758
mmu:79459	Aldoart2, 4933425L11Rik, Aldo1-ps1, Aldoa-ps1; aldolase 1 A, retrogene 2
mmu:73318	Ube2d2b, 1700013N18Rik; ubiquitin-conjugating enzyme E2D 2B; K06689 ubiquitin-conjugating enzyme E2 D/E [EC:2.3.2.23]
mmu:637021	Vmn2r124, EG637021, Gm7196, Vmn2r-ps113; vomeronasal 2, receptor 124
mmu:15953	Ifi47, 47kDa, IRG-47, Ifggc1, Igrd, Iigp4, Iipg4, Irgd; interferon gamma inducible protein 47; K17072 interferon gamma inducible protein 47
mmu:100040698	Gm2913; predicted gene 2913
mmu:100042159	Gm3701; predicted gene 3701
mmu:100042168	Gm3706; predicted gene 3706
mmu:226351	Tmem185b, 2500001K11Rik; transmembrane protein 185B
mmu:100503388	Gm19668; predicted gene, 19668
mmu:100502865	2300003K06Rik; RIKEN cDNA 2300003K06 gene
mmu:100043061	Gm4201, Vmn1r154; predicted gene 4201
mmu:100043019	Gm4175, Vmn1r133; predicted gene 4175
mmu:100042964	Gm4133, Vmn1r98; predicted gene 4133
mmu:435949	Gm5728, EG435949, Vmn1r99; predicted gene 5728
mmu:100043016	Vmn1r131, Gm4172; vomeronasal 1 receptor 131
mmu:100043033	Gm16451, EG667454, Vmn1r140; predicted pseudogene 16451
mmu:667512	Gm8677, EG667512, Vmn1r153; predicted gene 8677
mmu:435946	Gm5726, EG435946, Vmn1r105; predicted gene 5726
mmu:100043079	Gm4214, Vmn1r161; predicted gene 4214
mmu:100042976	Gm4141, Vmn1r106; predicted gene 4141
mmu:100043043	Gm4187, Vmn1r146; predicted gene 4187
mmu:667485	Gm8660, EG667485, Vmn1r147; predicted gene 8660
mmu:100039319	Gm14920, Gm1539, H2A.Bbd1, OTTMUSG00000018481; predicted pseudogene 14920; K11251 histone H2A
mmu:670496	Gm11564, OTTMUSG00000002201; predicted gene 11564
mmu:243996	4933405O20Rik; RIKEN cDNA 4933405O20 gene (EC:1.1.1.41); K00030 isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]
mmu:239217	Kctd12, AU046135, AW538430, Pfet1, Pfetin; potassium channel tetramerisation domain containing 12
mmu:320332	Hist4h4, B130044J01Rik; histone cluster 4, H4; K11254 histone H4
mmu:319188	Hist1h2bp; histone cluster 1, H2bp; K11252 histone H2B
mmu:319186	Hist1h2bm, H2b-291b; histone cluster 1, H2bm; K11252 histone H2B
mmu:15077	Hist2h3c1, BE691662, H3-615, H3f2, Hist2h3ca1; histone cluster 2, H3c1; K11253 histone H3
mmu:319154	Hist2h3b, H3-615, H3-616; histone cluster 2, H3b; K11253 histone H3
mmu:97122	Hist2h4, H4, X04652; histone cluster 2, H4; K11254 histone H4
mmu:15267	Hist2h2aa1, AI448581, H2a-614, H2a-615, Hist2; histone cluster 2, H2aa1; K11251 histone H2A
mmu:97114	Hist2h3c2, H3-614, H3.2-614, Hist2h3c2-ps, Hist2h3ca1, M32461; histone cluster 2, H3c2; K11253 histone H3
mmu:319176	Hist2h2ac, H2a-613b; histone cluster 2, H2ac; K11251 histone H2A
mmu:319192	Hist2h2aa2, H2a-614, H2a-615; histone cluster 2, H2aa2; K11251 histone H2A
mmu:621893	Hist2h2ab, EG621893, H2a-613a; histone cluster 2, H2ab; K11251 histone H2A
mmu:78303	Hist3h2ba, 1500011O09Rik, AI413321; histone cluster 3, H2ba; K11252 histone H2B
mmu:319162	Hist3h2a; histone cluster 3, H2a; K11251 histone H2A
mmu:665433	Hist1h2ao; histone cluster 1, H2ao; K11251 histone H2A
mmu:319171	Hist1h2ap, Gm11276, OTTMUSG00000000448; histone cluster 1, H2ap; K11251 histone H2A
mmu:319161	Hist1h4n; histone cluster 1, H4n; K11254 histone H4
mmu:319170	Hist1h2an; histone cluster 1, H2an; K11251 histone H2A
mmu:319183	Hist1h2bj; histone cluster 1, H2bj; K11252 histone H2B
mmu:319185	Hist1h2bl, H2b-291a; histone cluster 1, H2bl; K11252 histone H2B
mmu:319167	Hist1h2ag; histone cluster 1, H2ag; K11251 histone H2A
mmu:319191	Hist1h2ai, H2a-291A; histone cluster 1, H2ai; K11251 histone H2A
mmu:319158	Hist1h4i; histone cluster 1, H4i; K11254 histone H4
mmu:319184	Hist1h2bk; histone cluster 1, H2bk; K11252 histone H2B
mmu:319168	Hist1h2ah; histone cluster 1, H2ah; K11251 histone H2A
mmu:319160	Hist1h4k; histone cluster 1, H4k; K11254 histone H4
mmu:319187	Hist1h2bn; histone cluster 1, H2bn; K11252 histone H2B
mmu:319169	Hist1h2ak; histone cluster 1, H2ak; K11251 histone H2A
mmu:56702	Hist1h1b, H1.5, H1B, H1f5, H1s-3; histone cluster 1, H1b; K11275 histone H1/5
mmu:69386	Hist1h4h, 1700024H08Rik; histone cluster 1, H4h; K11254 histone H4
mmu:319173	Hist1h2af, H2a-221; histone cluster 1, H2af; K11251 histone H2A
mmu:319182	Hist1h2bh, H2b-221; histone cluster 1, H2bh; K11252 histone H2B
mmu:260423	Hist1h3f, H3.2-221, Hist1; histone cluster 1, H3f; K11253 histone H3
mmu:319151	Hist1h3e, H3-f, H3.1; histone cluster 1, H3e; K11253 histone H3
mmu:319166	Hist1h2ae, 1190022L06; histone cluster 1, H2ae; K11251 histone H2A
mmu:319181	Hist1h2bg; histone cluster 1, H2bg; K11252 histone H2B
mmu:319149	Hist1h3d, H3-b; histone cluster 1, H3d; K11253 histone H3
mmu:319156	Hist1h4d; histone cluster 1, H4d; K11254 histone H4
mmu:50708	Hist1h1c, 0610008C09Rik, H1.2, H1c, H1f2, H1var1, His1a; histone cluster 1, H1c; K11275 histone H1/5
mmu:319148	Hist1h3c, H3-143; histone cluster 1, H3c; K11253 histone H3
mmu:319178	Hist1h2bb, H2b-143; histone cluster 1, H2bb; K11252 histone H2B
mmu:319164	Hist1h2ac; histone cluster 1, H2ac; K11251 histone H2A
mmu:326620	Hist1h4b; histone cluster 1, H4b; K11254 histone H4
mmu:326619	Hist1h4a; histone cluster 1, H4a; K11254 histone H4
mmu:80838	Hist1h1a, H1.1, H1a, H1f1, H1var3; histone cluster 1, H1a; K11275 histone H1/5
mmu:319177	Hist1h2ba, Th2b; histone cluster 1, H2ba; K11252 histone H2B
mmu:319157	Hist1h4f; histone cluster 1, H4f; K11254 histone H4
mmu:21847	Klf10, AI115143, EGR[a], Egral, Gdnfif, TIEG-1, Tieg, Tieg1, mGIF; Kruppel-like factor 10; K09209 krueppel-like factor 10/11
mmu:53626	Insm1, IA-1; insulinoma-associated 1
mmu:67122	Nrarp, 2700054M22Rik; Notch-regulated ankyrin repeat protein
mmu:18617	Rhox5, AA409564, Pem; reproductive homeobox 5
mmu:20508	Slc18a3, VAChT, VAT; solute carrier family 18 (vesicular monoamine), member 3; K14636 MFS transporter, DHA1 family, solute carrier family 18 (vesicular acetylcholine transporter), member 3
mmu:20677	Sox4, AA682046, Sox-4; SRY (sex determining region Y)-box 4; K09268 transcription factor SOX4/11/12 (SOX group C)
mmu:53404	Atoh7, Math5, bHLHa13; atonal homolog 7 (Drosophila); K09083 atonal protein 1/7
mmu:17202	Mc4r, Mc4-r; melanocortin 4 receptor; K04202 melanocortin 4 receptor
mmu:19291	Purb, 2310015K15Rik, AA114818, Cager-2, D11Bwg0414e; purine rich element binding protein B
mmu:111241	Hmga1-rs1, Hmgi-rs1; high mobility group AT-hook I, related sequence 1; K09282 high mobility group AT-hook protein 1
mmu:241850	Abhd16b, 1700095H12; abhydrolase domain containing 16B
mmu:381572	9430007A20Rik, Aadacl4, Gm1034; RIKEN cDNA 9430007A20 gene; K14351 arylacetamide deacetylase-like 3/4 [EC:3.1.1.-]
mmu:59016	Thap11, 2810036E22Rik, AB041579, CTG-B43a, CTG-B45d, Ronin; THAP domain containing 11
mmu:77134	Hnrnpa0, 1110055B05Rik, 3010025E17Rik, Hnrpa0, hnRNP_A0; heterogeneous nuclear ribonucleoprotein A0; K12894 heterogeneous nuclear ribonucleoprotein A0
mmu:228677	Sptlc3, C130053K05Rik; serine palmitoyltransferase, long chain base subunit 3 (EC:2.3.1.50); K00654 serine palmitoyltransferase [EC:2.3.1.50]
mmu:30800	Mmp20; matrix metallopeptidase 20 (enamelysin); K07999 matrix metalloproteinase-20 (enamelysin) [EC:3.4.24.-]
mmu:319190	Hist2h2be, AV127319, H2b-613, T25626; histone cluster 2, H2be; K11252 histone H2B
mmu:54652	Cacna1f, A930034B14, Cav1.4, Sfc17, nerg1, nob2; calcium channel, voltage-dependent, alpha 1F subunit; K04853 voltage-dependent calcium channel L type alpha-1F
mmu:404239	Mrgprb5, Mgrg11, MrgB5; MAS-related GPR, member B5
mmu:80978	Mrgprh, Gpr90, Mgrb, MrgH; MAS-related GPR, member H
mmu:18994	Pou3f4, Brn-4, Brn4, OTF-9, Otf9, Slf, oct-9; POU domain, class 3, transcription factor 4; K09365 POU domain transcription factor, class 3
mmu:66864	Clec14a, 1200003C23Rik, AI642649; C-type lectin domain family 14, member a; K17528 C-type lectin domain family 14 member A
